Month,Date,Hour,SeaLevelPressure,StationPressure
2015-01,19,18,1020.2,1016.7
2015-01,19,19,1020.5,1017.0
2015-01,19,20,1020.7,1017.2
2015-01,19,21,1021.0,1017.5
2015-01,19,22,1021.0,1017.5
2015-01,19,23,1020.7,1017.2
2015-01,19,24,1020.7,1017.2
2015-01,20,1,1020.3,1016.8
2015-01,20,2,1020.1,1016.6
2015-01,20,3,1020.0,1016.5
2015-01,20,4,1019.6,1016.1
2015-01,20,5,1019.7,1016.2
2015-01,20,6,1020.2,1016.7
2015-01,20,7,1020.7,1017.2
2015-01,20,8,1021.0,1017.5
2015-01,20,9,1021.1,1017.6
2015-01,20,10,1020.9,1017.5
2015-01,20,11,1020.3,1016.9
2015-01,20,12,1018.8,1015.4
2015-01,20,13,1017.6,1014.2
2015-01,20,14,1016.8,1013.4
2015-01,20,15,1016.8,1013.4
2015-01,20,16,1017.1,1013.7
2015-01,20,17,1017.4,1014.0
2015-01,20,18,1018.0,1014.6
2015-01,20,19,1018.5,1015.1
2015-01,20,20,1019.1,1015.7
2015-01,20,21,1019.7,1016.2
2015-01,20,22,1019.8,1016.3
2015-01,20,23,1020.0,1016.5
2015-01,20,24,1020.3,1016.8
2015-01,21,1,1019.9,1016.4
2015-01,21,2,1019.8,1016.3
2015-01,21,3,1020.0,1016.5
2015-01,21,4,1019.7,1016.2
2015-01,21,5,1020.0,1016.5
2015-01,21,6,1020.7,1017.2
2015-01,21,7,1021.4,1017.9
2015-01,21,8,1021.7,1018.2
2015-01,21,9,1022.1,1018.6
2015-01,21,10,1021.7,1018.2
2015-01,21,11,1020.5,1017.0
2015-01,21,12,1019.7,1016.2
2015-01,21,13,1018.6,1015.2
2015-01,21,14,1017.7,1014.3
2015-01,21,15,1017.7,1014.3
2015-01,21,16,1018.1,1014.7
2015-01,21,17,1018.8,1015.3
2015-01,21,18,1019.3,1015.8
2015-01,21,19,1019.6,1016.1
2015-01,21,20,1019.9,1016.4
2015-01,21,21,1020.2,1016.7
2015-01,21,22,1020.4,1016.9
2015-01,21,23,1020.5,1017.0
2015-01,21,24,1020.5,1017.0
2015-01,22,1,1020.5,1017.0
2015-01,22,2,1020.5,1017.0
2015-01,22,3,1020.4,1016.9
2015-01,22,4,1020.7,1017.2
2015-01,22,5,1021.1,1017.6
2015-01,22,6,1021.9,1018.4
2015-01,22,7,1022.5,1019.0
2015-01,22,8,1022.8,1019.3
2015-01,22,9,1023.7,1020.2
2015-01,22,10,1023.9,1020.4
2015-01,22,11,1023.1,1019.6
2015-01,22,12,1022.0,1018.5
2015-01,22,13,1021.2,1017.7
2015-01,22,14,1020.7,1017.2
2015-01,22,15,1020.4,1016.9
2015-01,22,16,1020.9,1017.4
2015-01,22,17,1021.8,1018.3
2015-01,22,18,1022.1,1018.6
2015-01,22,19,1023.1,1019.6
2015-01,22,20,1023.9,1020.4
2015-01,22,21,1023.8,1020.3
2015-01,22,22,1023.9,1020.3
2015-01,22,23,1023.5,1019.9
2015-01,22,24,1023.1,1019.6
2015-01,23,1,1022.8,1019.3
2015-01,23,2,1022.5,1018.9
2015-01,23,3,1021.8,1018.2
2015-01,23,4,1021.6,1018.0
2015-01,23,5,1021.6,1018.0
2015-01,23,6,1022.2,1018.6
2015-01,23,7,1022.3,1018.7
2015-01,23,8,1022.0,1018.5
2015-01,23,9,1021.9,1018.4
2015-01,23,10,1022.1,1018.6
2015-01,23,11,1021.8,1018.4
2015-01,23,12,1020.9,1017.5
2015-01,23,13,1020.0,1016.6
2015-01,23,14,1019.7,1016.3
2015-01,23,15,1019.9,1016.5
2015-01,23,16,1020.0,1016.5
2015-01,23,17,1020.1,1016.6
2015-01,23,18,1020.6,1017.1
2015-01,23,19,1020.7,1017.2
2015-01,23,20,1020.6,1017.1
2015-01,23,21,1021.1,1017.6
2015-01,23,22,1021.0,1017.5
2015-01,23,23,1021.1,1017.6
2015-01,23,24,1021.3,1017.8
2015-01,24,1,1021.2,1017.7
2015-01,24,2,1021.1,1017.6
2015-01,24,3,1021.1,1017.6
2015-01,24,4,1020.8,1017.3
2015-01,24,5,1020.8,1017.3
2015-01,24,6,1021.3,1017.7
2015-01,24,7,1021.8,1018.2
2015-01,24,8,1022.2,1018.7
2015-01,24,9,1022.5,1019.0
2015-01,24,10,1022.2,1018.7
2015-01,24,11,1021.0,1017.6
2015-01,24,12,1020.6,1017.2
2015-01,24,13,1020.2,1016.8
2015-01,24,14,1020.1,1016.7
2015-01,24,15,1020.2,1016.7
2015-01,24,16,1020.8,1017.3
2015-01,24,17,1021.4,1017.9
2015-01,24,18,1021.6,1018.1
2015-01,24,19,1021.9,1018.4
2015-01,24,20,1022.2,1018.7
2015-01,24,21,1021.9,1018.4
2015-01,24,22,1021.9,1018.4
2015-01,24,23,1021.5,1018.0
2015-01,24,24,1021.3,1017.8
2015-01,25,1,1020.7,1017.2
2015-01,25,2,1019.9,1016.4
2015-01,25,3,1019.5,1016.0
2015-01,25,4,1019.4,1015.9
2015-01,25,5,1020.1,1016.6
2015-01,25,6,1020.7,1017.2
2015-01,25,7,1021.6,1018.1
2015-01,25,8,1022.3,1018.8
2015-01,25,9,1022.4,1018.9
2015-01,25,10,1022.4,1018.9
2015-01,25,11,1021.7,1018.3
2015-01,25,12,1020.0,1016.6
2015-01,25,13,1018.9,1015.5
2015-01,25,14,1018.3,1014.9
2015-01,25,15,1017.6,1014.2
2015-01,25,16,1017.7,1014.3
2015-01,25,17,1018.7,1015.3
2015-01,25,18,1018.9,1015.5
2015-01,25,19,1019.4,1016.0
2015-01,25,20,1019.8,1016.4
2015-01,25,21,1020.1,1016.6
2015-01,25,22,1020.9,1017.4
2015-01,25,23,1020.7,1017.2
2015-01,25,24,1020.7,1017.2
2015-01,26,1,1020.5,1017.0
2015-01,26,2,1020.4,1016.9
2015-01,26,3,1020.3,1016.8
2015-01,26,4,1020.2,1016.7
2015-01,26,5,1019.8,1016.3
2015-01,26,6,1020.2,1016.7
2015-01,26,7,1020.6,1017.1
2015-01,26,8,1021.0,1017.5
2015-01,26,9,1021.2,1017.7
2015-01,26,10,1021.1,1017.7
2015-01,26,11,1020.3,1016.9
2015-01,26,12,1019.5,1016.1
2015-01,26,13,1018.6,1015.2
2015-01,26,14,1017.7,1014.3
2015-01,26,15,1017.4,1014.0
2015-01,26,16,1017.5,1014.1
2015-01,26,17,1018.1,1014.7
2015-01,26,18,1018.2,1014.8
2015-01,26,19,1018.4,1015.0
2015-01,26,20,1019.0,1015.5
2015-01,26,21,1018.9,1015.4
2015-01,26,22,1018.8,1015.3
2015-01,26,23,1018.4,1014.9
2015-01,26,24,1018.3,1014.8
2015-01,27,1,1018.4,1014.9
2015-01,27,2,1018.4,1014.9
2015-01,27,3,1018.7,1015.2
2015-01,27,4,1018.7,1015.2
2015-01,27,5,1018.6,1015.1
2015-01,27,6,1019.0,1015.5
2015-01,27,7,1019.3,1015.8
2015-01,27,8,1019.1,1015.6
2015-01,27,9,1019.5,1016.0
2015-01,27,10,1019.2,1015.7
2015-01,27,11,1018.3,1014.9
2015-01,27,12,1017.2,1013.8
2015-01,27,13,1016.1,1012.7
2015-01,27,14,1015.8,1012.4
2015-01,27,15,1016.0,1012.6
2015-01,27,16,1016.6,1013.1
2015-01,27,17,1017.2,1013.7
2015-01,27,18,1017.5,1014.0
2015-01,27,19,1018.2,1014.7
2015-01,27,20,1018.6,1015.1
2015-01,27,21,1018.9,1015.4
2015-01,27,22,1018.8,1015.3
2015-01,27,23,1018.9,1015.4
2015-01,27,24,1019.1,1015.6
2015-01,28,1,1019.2,1015.7
2015-01,28,2,1018.9,1015.4
2015-01,28,3,1018.5,1015.0
2015-01,28,4,1018.6,1015.1
2015-01,28,5,1018.8,1015.3
2015-01,28,6,1019.1,1015.6
2015-01,28,7,1019.6,1016.1
2015-01,28,8,1019.7,1016.2
2015-01,28,9,1019.7,1016.2
2015-01,28,10,1019.5,1016.0
2015-01,28,11,1019.3,1015.8
2015-01,28,12,1018.6,1015.1
2015-01,28,13,1017.3,1013.9
2015-01,28,14,1016.7,1013.3
2015-01,28,15,1016.9,1013.4
2015-01,28,16,1017.4,1013.9
2015-01,28,17,1017.8,1014.3
2015-01,28,18,1018.1,1014.6
2015-01,28,19,1018.3,1014.8
2015-01,28,20,1018.5,1015.0
2015-01,28,21,1018.6,1015.1
2015-01,28,22,1018.6,1015.1
2015-01,28,23,1018.8,1015.3
2015-01,28,24,1019.3,1015.8
2015-01,29,1,1019.2,1015.7
2015-01,29,2,1019.2,1015.7
2015-01,29,3,1019.3,1015.8
2015-01,29,4,1019.1,1015.6
2015-01,29,5,1018.9,1015.4
2015-01,29,6,1019.3,1015.8
2015-01,29,7,1019.9,1016.4
2015-01,29,8,1020.3,1016.8
2015-01,29,9,1020.2,1016.7
2015-01,29,10,1020.3,1016.8
2015-01,29,11,1019.5,1016.1
2015-01,29,12,1018.7,1015.3
2015-01,29,13,1017.6,1014.2
2015-01,29,14,1017.4,1014.0
2015-01,29,15,1017.2,1013.8
2015-01,29,16,1017.7,1014.3
2015-01,29,17,1018.0,1014.6
2015-01,29,18,1018.7,1015.2
2015-01,29,19,1019.4,1015.9
2015-01,29,20,1019.6,1016.1
2015-01,29,21,1019.7,1016.2
2015-01,29,22,1020.0,1016.5
2015-01,29,23,1020.2,1016.7
2015-01,29,24,1019.9,1016.4
2015-01,30,1,1019.9,1016.4
2015-01,30,2,1019.6,1016.1
2015-01,30,3,1019.5,1016.0
2015-01,30,4,1019.6,1016.1
2015-01,30,5,1020.0,1016.5
2015-01,30,6,1020.9,1017.4
2015-01,30,7,1021.5,1018.0
2015-01,30,8,1022.0,1018.5
2015-01,30,9,1022.6,1019.1
2015-01,30,10,1023.2,1019.7
2015-01,30,11,1023.4,1019.9
2015-01,30,12,1022.9,1019.4
2015-01,30,13,1022.2,1018.7
2015-01,30,14,1021.5,1018.0
2015-01,30,15,1021.5,1018.0
2015-01,30,16,1022.2,1018.7
2015-01,30,17,1023.1,1019.6
2015-01,30,18,1024.1,1020.6
2015-01,30,19,1024.8,1021.3
2015-01,30,20,1025.5,1022.0
2015-01,30,21,1025.5,1022.0
2015-01,30,22,1025.5,1022.0
2015-01,30,23,1025.6,1022.1
2015-01,30,24,1025.3,1021.8
2015-01,31,1,1025.0,1021.5
2015-01,31,2,1025.2,1021.7
2015-01,31,3,1025.3,1021.8
2015-01,31,4,1025.2,1021.7
2015-01,31,5,1025.5,1022.0
2015-01,31,6,1026.1,1022.6
2015-01,31,7,1026.8,1023.3
2015-01,31,8,1027.4,1023.9
2015-01,31,9,1027.7,1024.2
2015-01,31,10,1027.2,1023.7
2015-01,31,11,1026.6,1023.1
2015-01,31,12,1026.1,1022.6
2015-01,31,13,1025.6,1022.1
2015-01,31,14,1025.4,1021.9
2015-01,31,15,1025.1,1021.6
2015-01,31,16,1025.1,1021.6
2015-01,31,17,1025.2,1021.7
2015-01,31,18,1025.4,1021.9
2015-01,31,19,1025.6,1022.1
2015-01,31,20,1025.9,1022.4
2015-01,31,21,1026.1,1022.6
2015-01,31,22,1026.3,1022.8
2015-01,31,23,1026.5,1023.0
2015-01,31,24,1026.1,1022.6
2015-02,02,1,1025.2,1021.7
2015-02,02,2,1025.5,1022.0
2015-02,02,3,1025.4,1021.9
2015-02,02,4,1025.2,1021.7
2015-02,02,5,1025.2,1021.7
2015-02,02,6,1025.6,1022.1
2015-02,02,7,1026.0,1022.5
2015-02,02,8,1025.9,1022.4
2015-02,02,9,1025.7,1022.2
2015-02,02,10,1025.5,1022.0
2015-02,02,11,1024.9,1021.5
2015-02,02,12,1024.0,1020.6
2015-02,02,13,1023.2,1019.8
2015-02,02,14,1022.4,1019.0
