Month,Date,Hour,AirTemperature,DewPointTemperature,Precipitation,PrecipitationDuration,RelativeHumidity,SeaLevelPressure,StationPressure,WindSpeed,WindDirection
Jan-15,2015/1/2,10,15.7,7,0,0,56,1026.3,1022.8,3.2,60
Jan-15,2015/1/2,11,16.5,7.6,0,0,56,1025.9,1022.4,4.5,50
Jan-15,2015/1/2,12,17,8.1,0,0,56,1024.7,1021.2,3,30
Jan-15,2015/1/2,13,17.6,8,0,0,53,1023.6,1020.1,4.1,40
Jan-15,2015/1/2,14,17.6,7.6,0,0,52,1022.6,1019.1,3.5,30
Jan-15,2015/1/2,15,17.2,7.4,0,0,52,1022.2,1018.7,3,30
Jan-15,2015/1/2,16,16.4,7.3,0,0,55,1022.3,1018.8,3.2,20
Jan-15,2015/1/2,17,15.5,7.1,0,0,57,1023,1019.5,2.7,60
Jan-15,2015/1/2,18,14.5,7.1,0,0,61,1023.9,1020.4,1.8,50
Jan-15,2015/1/2,19,14,6.9,0,0,62,1024.6,1021.1,2.3,50
Jan-15,2015/1/2,20,13.7,6.7,0,0,63,1024.8,1021.3,2.3,50
Jan-15,2015/1/2,21,13.5,6.7,0,0,63,1024.8,1021.3,2.6,60
Jan-15,2015/1/2,22,13.3,6.5,0,0,63,1024.7,1021.2,2.4,60
Jan-15,2015/1/2,23,13.1,6.6,0,0,65,1024.3,1020.8,1.9,60
Jan-15,2015/1/2,24,12.9,6.5,0,0,65,1024.3,1020.8,1.6,50
Jan-15,2015/1/3,1,12.6,6.6,0,0,67,1024,1020.5,1.4,30
Jan-15,2015/1/3,2,12.2,6.7,0,0,69,1023.7,1020.2,0.2,0
Jan-15,2015/1/3,3,11.1,6.9,0,0,75,1023.6,1020,0,0
Jan-15,2015/1/3,4,11.6,7.3,0,0,75,1023.1,1019.6,0.3,120
Jan-15,2015/1/3,5,12.5,7.5,0,0,72,1022.8,1019.3,1.4,90
Jan-15,2015/1/3,6,12.2,7.4,0,0,72,1022.9,1019.4,1.7,90
Jan-15,2015/1/3,7,12.6,7.7,0,0,72,1022.8,1019.3,1.6,90
Jan-15,2015/1/3,8,13.3,8.2,0,0,71,1023.3,1019.8,2,80
Jan-15,2015/1/3,9,15,8.6,0,0,66,1024.1,1020.6,1.7,80
Jan-15,2015/1/3,10,16.9,9.4,0,0,61,1023.6,1020.1,1.7,100
Jan-15,2015/1/3,11,18.7,10,0,0,57,1022.5,1019,0.9,110
Jan-15,2015/1/3,12,19.4,9.9,0,0,54,1021.2,1017.8,0.9,340
Jan-15,2015/1/3,13,20.2,10.7,0,0,54,1020.2,1016.8,1.6,240
Jan-15,2015/1/3,14,20,10.6,0,0,55,1019.7,1016.3,1.8,280
Jan-15,2015/1/3,15,20.3,10.2,0,0,52,1019.6,1016.2,1.6,290
Jan-15,2015/1/3,16,19.8,9.9,0,0,53,1019.7,1016.3,0.6,270
Jan-15,2015/1/3,17,18.5,9.8,0,0,57,1020,1016.6,1.3,290
Jan-15,2015/1/3,18,17,9.9,0,0,63,1020.1,1016.6,0.4,280
Jan-15,2015/1/3,19,16.5,10.5,0,0,68,1020.5,1017,0.2,0
Jan-15,2015/1/3,20,15.4,11.1,0,0,76,1020.4,1016.9,1.1,90
Jan-15,2015/1/3,21,14.9,11.3,0,0,79,1020.1,1016.6,1.5,110
Jan-15,2015/1/3,22,14,11,0,0,82,1019.9,1016.4,0.8,90
Jan-15,2015/1/3,23,13.5,10.8,0,0,84,1019.9,1016.4,0.9,90
Jan-15,2015/1/3,24,13.1,10.7,0,0,85,1019.7,1016.2,1.2,100
Jan-15,2015/1/4,1,12.8,10.5,0,0,86,1019.6,1016.1,0.7,80
Jan-15,2015/1/4,2,12.6,10.5,0,0,87,1019.3,1015.8,0.1,0
Jan-15,2015/1/4,3,12.3,10.2,0,0,87,1018.9,1015.4,1.4,100
Jan-15,2015/1/4,4,12.1,10.1,0,0,88,1018.8,1015.3,0.3,80
Jan-15,2015/1/4,5,12.1,9.9,0,0,86,1018.8,1015.3,0.2,0
Jan-15,2015/1/4,6,11.8,9.8,0,0,88,1018.8,1015.3,0.4,80
Jan-15,2015/1/4,7,11.4,9.6,0,0,89,1019,1015.5,0.5,100
Jan-15,2015/1/4,8,12.6,10.3,0,0,86,1019.5,1016,1.1,50
Jan-15,2015/1/4,9,15.5,11.4,0,0,77,1019.7,1016.2,0.8,70
Jan-15,2015/1/4,10,18.2,13.6,0,0,75,1019.5,1016,0.1,0
Jan-15,2015/1/4,11,19.5,12.5,0,0,64,1018.5,1015.1,0.2,0
Jan-15,2015/1/4,12,20.2,14.5,0,0,70,1017.5,1014.1,0.8,250
Jan-15,2015/1/4,13,20.6,14.4,0,0,68,1017,1013.6,1.3,320
Jan-15,2015/1/4,14,20,13.8,0,0,67,1016.5,1013.1,1.1,310
Jan-15,2015/1/4,15,20.1,13.6,0,0,66,1016.1,1012.7,1.5,320
Jan-15,2015/1/4,16,19.5,13.2,0,0,67,1016.3,1012.9,1,300
Jan-15,2015/1/4,17,18.5,13.9,0,0,75,1016.7,1013.3,1.1,360
Jan-15,2015/1/4,18,17.6,14.1,0,0,80,1016.9,1013.5,0.7,350
Jan-15,2015/1/4,19,17,13.9,0,0,82,1017,1013.5,0.7,60
Jan-15,2015/1/4,20,16.1,13.3,0,0,83,1017.1,1013.6,1.1,90
Jan-15,2015/1/4,21,16,13.5,0,0,85,1016.9,1013.4,0.9,80
Jan-15,2015/1/4,22,15.1,13.1,0,0,88,1016.6,1013.1,0.6,90
Jan-15,2015/1/4,23,15,13.2,0,0,89,1016.3,1012.8,1.3,90
Jan-15,2015/1/4,24,14.8,12.9,0,0,88,1015.8,1012.3,1.1,90
Jan-15,2015/1/5,1,14.7,12.4,0,0,86,1015.6,1012.1,1.2,90
Jan-15,2015/1/5,2,14.7,11.9,0,0,83,1015.4,1011.9,1.5,90
Jan-15,2015/1/5,3,14.4,11.4,0,0,82,1015.4,1011.9,0.4,70
Jan-15,2015/1/5,4,13.7,11.1,0,0,84,1015.6,1012.1,1.1,60
Jan-15,2015/1/5,5,12.9,10.7,0,0,86,1016,1012.5,1.1,60
Jan-15,2015/1/5,6,12.5,10.6,0,0,88,1016.6,1013.1,0.6,70
Jan-15,2015/1/5,7,13,10.9,0,0,87,1017.2,1013.7,1.3,60
Jan-15,2015/1/5,8,14.3,11.2,0,0,82,1017.6,1014.1,0.6,60
Jan-15,2015/1/5,9,16.7,11.8,0,0,73,1017.6,1014.1,1.1,70
Jan-15,2015/1/5,10,19.7,13,0,0,65,1017.1,1013.7,0.2,0
Jan-15,2015/1/5,11,21.5,14.2,0,0,63,1016.4,1013,1.4,290
Jan-15,2015/1/5,12,21.7,15,0,0,66,1015.2,1011.8,1.7,290
Jan-15,2015/1/5,13,21.1,15,0,0,68,1014.7,1011.3,1.9,300
Jan-15,2015/1/5,14,21.2,16,0,0,72,1014.6,1011.2,1.1,290
Jan-15,2015/1/5,15,21.5,16.3,0,0,72,1014.4,1011,0.1,0
Jan-15,2015/1/5,16,22,16.7,0,0,72,1014.3,1010.9,0.1,0
Jan-15,2015/1/5,17,21.8,15.7,0,0,68,1014.3,1010.9,1.3,100
Jan-15,2015/1/5,18,20.4,15.6,0,0,74,1014.3,1010.9,0,0
Jan-15,2015/1/5,19,19.2,16.2,0,0,83,1014.6,1011.2,0.7,40
Jan-15,2015/1/5,20,17.8,15.1,0,0,84,1014.6,1011.2,0.8,80
Jan-15,2015/1/5,21,17.8,14.6,0,0,82,1014.7,1011.3,0.9,100
Jan-15,2015/1/5,22,16.9,13.9,0,0,82,1014.9,1011.4,0.5,90
Jan-15,2015/1/5,23,17,13.7,0,0,81,1014.9,1011.5,0.8,360
Jan-15,2015/1/5,24,16.4,13.7,0,0,84,1015,1011.5,0.6,30
Jan-15,2015/1/6,1,16.6,13.7,0,0,83,1015,1011.5,0.6,130
Jan-15,2015/1/6,2,16.7,13.6,0,0,82,1015,1011.5,0.9,100
Jan-15,2015/1/6,3,17,13.7,0,0,81,1014.8,1011.4,0.6,90
Jan-15,2015/1/6,4,17.3,13.7,0,0,79,1015,1011.6,0,0
Jan-15,2015/1/6,5,17.5,13.7,0,0,78,1015.1,1011.7,0.6,90
Jan-15,2015/1/6,6,17.8,13.7,0,0,77,1015.5,1012.1,1,90
Jan-15,2015/1/6,7,18.3,13.7,0,0,75,1016.1,1012.7,1.1,100
Jan-15,2015/1/6,8,19,14.6,0,0,76,1016.2,1012.8,1.1,80
Jan-15,2015/1/6,9,21.1,14.8,0,0,67,1016.2,1012.8,0,0
Jan-15,2015/1/6,10,22.2,15.4,0,0,65,1015.8,1012.4,1,280
Jan-15,2015/1/6,11,23.4,15.8,0,0,62,1015.1,1011.7,0.1,0
Jan-15,2015/1/6,12,22.8,16,0,0,65,1014.4,1011,3,10
Jan-15,2015/1/6,13,23.8,15.5,0,0,60,1013.8,1010.4,2.7,10
Jan-15,2015/1/6,14,23.2,15.2,0,0,61,1013.7,1010.3,3,10
Jan-15,2015/1/6,15,22.1,15.5,0,0,66,1013.5,1010.1,3,20
Jan-15,2015/1/6,16,21.9,15.8,0,0,68,1013.7,1010.3,2.5,10
Jan-15,2015/1/6,17,20.7,16.1,0,0,75,1014.1,1010.7,2.5,10
Jan-15,2015/1/6,18,20.2,15.8,0,0,76,1014.3,1010.9,2.9,60
Jan-15,2015/1/6,19,19.3,15.1,0,0,77,1015.2,1011.8,2.9,40
Jan-15,2015/1/6,20,18.4,14.7,0,0,79,1015.8,1012.4,2.9,20
Jan-15,2015/1/6,21,18,14.6,0,0,81,1016.6,1013.2,3.9,30
Jan-15,2015/1/6,22,17.6,14.8,0,0,84,1016.8,1013.4,2.3,20
Jan-15,2015/1/6,23,17.7,14.8,0,0,83,1016.2,1012.8,0.4,300
Jan-15,2015/1/6,24,18,14.6,0,0,81,1016,1012.6,0.7,320
Jan-15,2015/1/7,1,17.3,14.5,0,0,84,1016.6,1013.1,2.4,20
Jan-15,2015/1/7,2,17.4,14.5,0,0,83,1017,1013.5,2.7,20
Jan-15,2015/1/7,3,17.3,14.4,0,0,83,1017.4,1013.9,0.5,290
Jan-15,2015/1/7,4,16.6,14.4,0,0,87,1017.4,1013.9,2.8,30
Jan-15,2015/1/7,5,15.8,13.8,0,0,88,1018.3,1014.8,4.2,20
Jan-15,2015/1/7,6,14.9,13,0,0,88,1018.8,1015.3,1.7,320
Jan-15,2015/1/7,7,14.6,12.9,0,0,90,1020,1016.5,3.4,20
Jan-15,2015/1/7,8,14.7,12.5,0,0,87,1020.5,1017,3.3,30
Jan-15,2015/1/7,9,15,12.4,0,0,84,1021.4,1017.9,3.3,20
Jan-15,2015/1/7,10,14.7,12.3,0,0,86,1021.9,1018.4,4.1,20
Jan-15,2015/1/7,11,14.6,12.1,0,0,85,1021.7,1018.2,4.1,20
Jan-15,2015/1/7,12,14.8,11.8,0,0,82,1021.3,1017.8,3.4,20
Jan-15,2015/1/7,13,14.3,11.6,0,0,84,1021,1017.5,4.3,30
Jan-15,2015/1/7,14,14.1,11.7,0,0,85,1020.9,1017.4,3.4,20
Jan-15,2015/1/7,15,14.4,11,0,0,80,1021.2,1017.7,2.4,340
Jan-15,2015/1/7,16,14.3,10.5,0,0,78,1021.9,1018.4,3.8,20
Jan-15,2015/1/7,17,14.1,9.9,0,0,76,1022.5,1019,4,40
Jan-15,2015/1/7,18,13.8,10.2,0,0,79,1023.3,1019.8,1.2,310
Jan-15,2015/1/7,19,13.6,9.1,0,0,74,1024.2,1020.7,5.1,20
Jan-15,2015/1/7,20,13.6,8.9,0,0,73,1024.9,1021.4,0.9,310
Jan-15,2015/1/7,21,13.4,8.5,0,0,72,1025.3,1021.8,1.4,310
Jan-15,2015/1/7,22,13.2,8,0,0,71,1025.3,1021.8,3.9,30
Jan-15,2015/1/7,23,13.1,7.9,0,0,71,1025.3,1021.8,3,30
Jan-15,2015/1/7,24,13.1,7.8,0,0,70,1025.5,1022,3.9,30
Jan-15,2015/1/8,1,13,7.2,0,0,68,1026,1022.5,2.8,20
Jan-15,2015/1/8,2,12.8,7.2,0,0,69,1026.1,1022.6,3.7,20
Jan-15,2015/1/8,3,12.5,6.7,0,0,68,1026.1,1022.6,4.1,20
Jan-15,2015/1/8,4,12.1,6.5,0,0,69,1026.2,1022.7,4.7,30
Jan-15,2015/1/8,5,11.8,6,0,0,68,1026.9,1023.3,4.4,20
Jan-15,2015/1/8,6,11.4,5.8,0,0,68,1027.3,1023.7,3.7,30
Jan-15,2015/1/8,7,11.3,5.7,0,0,68,1028.2,1024.6,3.9,20
Jan-15,2015/1/8,8,11.9,5.6,0,0,65,1028.7,1025.1,3.6,30
Jan-15,2015/1/8,9,13,5.2,0,0,59,1028.7,1025.2,3.3,50
Jan-15,2015/1/8,10,13.6,5.3,0,0,57,1028.3,1024.8,2.6,340
Jan-15,2015/1/8,11,14.6,6.2,0,0,57,1027.3,1023.8,4.2,60
Jan-15,2015/1/8,12,15.5,6.6,0,0,55,1026.1,1022.6,4.3,30
Jan-15,2015/1/8,13,15.9,6.9,0,0,55,1024.9,1021.4,4.2,40
Jan-15,2015/1/8,14,15.1,7.1,0,0,59,1024.5,1021,4.7,30
Jan-15,2015/1/8,15,14.3,6.6,0,0,60,1024.7,1021.2,5.1,30
Jan-15,2015/1/8,16,14.4,6.2,0,0,58,1024.8,1021.3,0.9,300
Jan-15,2015/1/8,17,13.6,5.9,0,0,60,1025,1021.5,4,30
Jan-15,2015/1/8,18,13,6.3,0,0,64,1024.9,1021.4,3,20
Jan-15,2015/1/8,19,13,6.8,0,0,66,1025.2,1021.7,1.5,340
Jan-15,2015/1/8,20,12.9,6.6,0,0,66,1025.3,1021.8,2.5,20
Jan-15,2015/1/8,21,12.9,6.2,0,0,64,1025.4,1021.9,1.8,10
Jan-15,2015/1/8,22,13.1,6.3,0,0,63,1025.5,1022,3,20
Jan-15,2015/1/8,23,13.1,6.4,0,0,64,1025.4,1021.9,3,40
Jan-15,2015/1/8,24,12.7,6.7,0,0,67,1025.5,1022,3,30
Jan-15,2015/1/9,1,12.6,6.6,0,0,67,1025.6,1022.1,2.8,20
Jan-15,2015/1/9,2,12.4,7.1,0,0,70,1025.5,1022,0.4,300
Jan-15,2015/1/9,3,12.4,7.1,0,0,70,1025.1,1021.6,0.5,320
Jan-15,2015/1/9,4,12.5,7.3,0,0,71,1025.3,1021.8,2.5,20
Jan-15,2015/1/9,5,12.4,7.6,0,0,72,1025.4,1021.9,1.8,30
Jan-15,2015/1/9,6,12.3,7.7,0,0,73,1025.5,1022,1.3,20
Jan-15,2015/1/9,7,12.4,7.6,0,0,72,1025.8,1022.3,1.1,320
Jan-15,2015/1/9,8,13.8,8,0,0,68,1026.2,1022.7,3.2,30
Jan-15,2015/1/9,9,15.6,8.6,0,0,63,1026.1,1022.6,2.7,30
Jan-15,2015/1/9,10,16.7,8.2,0,0,57,1026,1022.5,4.3,40
Jan-15,2015/1/9,11,17.7,8.6,0,0,55,1024.8,1021.3,4.6,40
Jan-15,2015/1/9,12,18.6,9,0,0,54,1023.4,1019.9,4.3,50
Jan-15,2015/1/9,13,19,9.2,0,0,53,1022.5,1019,3.2,40
Jan-15,2015/1/9,14,18.8,8.6,0,0,51,1022.5,1019,3.1,30
Jan-15,2015/1/9,15,18.4,8.6,0,0,53,1022.2,1018.7,3.8,20
Jan-15,2015/1/9,16,17.9,8.7,0,0,55,1022.5,1019,4,20
Jan-15,2015/1/9,17,16.8,8.9,0,0,60,1023.5,1020,2.1,340
Jan-15,2015/1/9,18,15.9,8.8,0,0,63,1023.6,1020.1,2.6,20
Jan-15,2015/1/9,19,15.5,8.5,0,0,63,1023.9,1020.4,1.6,30
Jan-15,2015/1/9,20,15.1,8.8,0,0,66,1024.2,1020.7,1.1,10
Jan-15,2015/1/9,21,14.7,9.1,0,0,69,1024.3,1020.8,2.2,20
Jan-15,2015/1/9,22,14.5,9.4,0,0,71,1024.3,1020.8,2.6,20
Jan-15,2015/1/9,23,14.3,9.3,0,0,72,1024.2,1020.7,2,20
Jan-15,2015/1/9,24,14.1,9.1,0,0,72,1024,1020.5,1.4,30
Jan-15,2015/1/10,1,13.8,9.1,0,0,73,1023.7,1020.2,1,40
Jan-15,2015/1/10,2,13.7,9.1,0,0,74,1023.4,1019.9,1.8,20
Jan-15,2015/1/10,3,13.9,9.1,0,0,73,1023.4,1019.9,1.2,10
Jan-15,2015/1/10,4,14.7,8.8,0,0,68,1023.4,1019.9,1.4,30
Jan-15,2015/1/10,5,14.8,8.9,0,0,68,1023.6,1020.1,1.2,40
Jan-15,2015/1/10,6,14.7,8.6,0,0,67,1023.5,1020,2.3,40
Jan-15,2015/1/10,7,14.8,8.3,0,0,65,1024.1,1020.6,2.8,40
Jan-15,2015/1/10,8,15.9,8.7,0,0,62,1024.1,1020.6,3,30
Jan-15,2015/1/10,9,17.6,9.4,0,0,59,1024.4,1020.9,2.9,20
Jan-15,2015/1/10,10,18.5,9.7,0,0,57,1024.4,1020.9,3.7,40
Jan-15,2015/1/10,11,19.3,9.7,0,0,54,1024,1020.5,3.7,30
Jan-15,2015/1/10,12,20.4,10.1,0,0,52,1023.1,1019.7,2.8,30
Jan-15,2015/1/10,13,20,9.8,0,0,52,1022.1,1018.7,3.4,60
Jan-15,2015/1/10,14,19.2,9.5,0,0,53,1021.4,1018,3.9,30
Jan-15,2015/1/10,15,19.1,9.5,0,0,54,1021.4,1018,3.6,20
Jan-15,2015/1/10,16,18.5,9.5,0,0,56,1022,1018.5,2.7,50
Jan-15,2015/1/10,17,17.4,9.4,0,0,59,1022.4,1018.9,1.8,50
Jan-15,2015/1/10,18,16.6,9.1,0,0,61,1022.8,1019.3,2,40
Jan-15,2015/1/10,19,16.5,9.1,0,0,62,1023.7,1020.2,2.8,30
Jan-15,2015/1/10,20,16.5,9.4,0,0,63,1024,1020.5,1.8,40
Jan-15,2015/1/10,21,16.2,9.3,0,0,64,1023.7,1020.2,1.5,40
Jan-15,2015/1/10,22,16.3,9.2,0,0,63,1023,1019.5,2.3,50
Jan-15,2015/1/10,23,16.3,9.3,0,0,63,1022.3,1018.8,1.9,30
Jan-15,2015/1/10,24,16.1,9.2,0,0,64,1021.5,1018,1.3,80
Jan-15,2015/1/11,1,15.9,9.3,0,0,65,1021.8,1018.3,1.7,30
Jan-15,2015/1/11,2,15.5,9.7,0,0,68,1021.9,1018.4,0.8,60
Jan-15,2015/1/11,3,14.7,9.9,0,0,73,1022,1018.5,0.1,0
Jan-15,2015/1/11,4,15,10.2,0,0,73,1021.8,1018.3,0.8,80
Jan-15,2015/1/11,5,14.8,10.5,0,0,75,1021.8,1018.3,0.5,70
Jan-15,2015/1/11,6,15,10.8,0,0,76,1022,1018.5,1.6,70
Jan-15,2015/1/11,7,15.2,10.9,0,0,75,1022.5,1019,1.1,40
Jan-15,2015/1/11,8,16.6,11.4,0,0,71,1023,1019.5,2.4,70
Jan-15,2015/1/11,9,17.4,11.4,0,0,68,1023.4,1019.9,3,80
Jan-15,2015/1/11,10,19.2,12,0,0,63,1023.4,1019.9,3,70
Jan-15,2015/1/11,11,19.6,11.6,0,0,60,1022.4,1019,3.9,50
Jan-15,2015/1/11,12,19.8,11.3,0,0,58,1021.6,1018.2,4.3,60
Jan-15,2015/1/11,13,19.4,11,0,0,58,1021,1017.6,4.5,70
Jan-15,2015/1/11,14,18.9,10.7,0,0,59,1020.9,1017.5,4.1,60
Jan-15,2015/1/11,15,18.7,10.6,0,0,59,1021.3,1017.8,2.8,60
Jan-15,2015/1/11,16,18.5,10.2,0,0,58,1021.7,1018.2,2,50
Jan-15,2015/1/11,17,17.9,9.3,0,0,57,1021.9,1018.4,3.8,50
Jan-15,2015/1/11,18,17.3,9,0,0,58,1021.8,1018.3,3.4,50
Jan-15,2015/1/11,19,17.5,9,0,0,57,1022,1018.5,4.1,60
Jan-15,2015/1/11,20,17.6,9.2,0,0,58,1022.5,1019,2.3,50
Jan-15,2015/1/11,21,17.5,9.6,0,0,60,1022.5,1019,3.2,60
Jan-15,2015/1/11,22,17.4,9.9,0,0,61,1022.4,1018.9,3,70
Jan-15,2015/1/11,23,17.6,10,0,0,61,1021.9,1018.4,3.2,60
Jan-15,2015/1/11,24,17.4,10,0,0,62,1021.9,1018.4,3,40
Jan-15,2015/1/12,1,17.5,9.5,0,0,59,1021.8,1018.3,2.8,60
Jan-15,2015/1/12,2,17.6,9.5,0,0,59,1021.7,1018.2,2.7,60
Jan-15,2015/1/12,3,17.5,9.7,0,0,60,1021.1,1017.6,4,60
Jan-15,2015/1/12,4,17.4,9.7,0,0,61,1020.9,1017.4,4.5,60
Jan-15,2015/1/12,5,17.5,9.5,0,0,59,1020.7,1017.2,4.4,60
Jan-15,2015/1/12,6,17.5,9.4,0,0,59,1021.3,1017.8,4.5,70
Jan-15,2015/1/12,7,17.5,9.6,0,0,60,1021.3,1017.8,4.3,60
Jan-15,2015/1/12,8,17.7,10,0,0,61,1022,1018.5,4.5,60
Jan-15,2015/1/12,9,19.3,10.8,0,0,58,1022.4,1019,4.1,60
Jan-15,2015/1/12,10,18.8,10.4,0,0,58,1022.4,1018.9,5.2,70
Jan-15,2015/1/12,11,20.7,11.7,0,0,56,1021.6,1018.2,3.8,60
Jan-15,2015/1/12,12,20.9,12.1,0,0,57,1020.7,1017.3,4.3,60
Jan-15,2015/1/12,13,20.4,11.8,0,0,58,1020,1016.6,4.8,40
Jan-15,2015/1/12,14,19.7,11.4,0,0,59,1019.5,1016.1,4.6,70
Jan-15,2015/1/12,15,19.3,11.4,0,0,60,1019.1,1015.7,5,40
Jan-15,2015/1/12,16,19,11.5,0,0,62,1019.1,1015.7,3.9,40
Jan-15,2015/1/12,17,18.2,11.7,0,0,66,1019.5,1016,4.4,40
Jan-15,2015/1/12,18,17.8,12.1,0,0,69,1019.9,1016.4,3.5,20
Jan-15,2015/1/12,19,17.7,12.1,0,0,70,1019.7,1016.2,3.2,60
Jan-15,2015/1/12,20,17.9,12.1,0,0,69,1019.8,1016.3,3,50
Jan-15,2015/1/12,21,18.2,12.1,0,0,68,1019.9,1016.4,2.4,70
Jan-15,2015/1/12,22,17.8,12.2,0,0,70,1019.7,1016.2,3,80
Jan-15,2015/1/12,23,18.1,12.1,0,0,68,1019.3,1015.8,3.3,60
Jan-15,2015/1/12,24,18.4,12.2,0,0,67,1018.9,1015.5,3.3,60
Jan-15,2015/1/13,1,18.1,12.3,0,0,69,1018.4,1015,0.8,80
Jan-15,2015/1/13,2,18.1,12.1,0,0,68,1018.3,1014.9,1.5,80
Jan-15,2015/1/13,3,18.1,12,0,0,68,1017.4,1014,1.8,100
Jan-15,2015/1/13,4,18.3,11.9,0,0,66,1016.8,1013.4,1.6,80
Jan-15,2015/1/13,5,18.2,12.1,0,0,68,1016.5,1013.1,1.6,80
Jan-15,2015/1/13,6,17.7,12.2,0,0,70,1016.9,1013.5,0.7,130
Jan-15,2015/1/13,7,17.1,11.7,0,0,71,1016.7,1013.2,0.4,120
Jan-15,2015/1/13,8,18.5,12.7,0,0,69,1016.7,1013.3,0,0
Jan-15,2015/1/13,9,20.5,13.4,0,0,64,1017.7,1014.3,0.7,250
Jan-15,2015/1/13,10,22.6,14,0,0,58,1018.1,1014.7,0.7,190
Jan-15,2015/1/13,11,22.9,13.5,0,0,55,1017.2,1013.8,1.3,250
Jan-15,2015/1/13,12,22.5,13.7,0,0,58,1016.3,1012.9,1.9,290
Jan-15,2015/1/13,13,22.4,13.8,0,0,58,1014.9,1011.5,1.1,300
Jan-15,2015/1/13,14,22.2,13.2,0,0,57,1014.4,1011,2,270
Jan-15,2015/1/13,15,21.7,13.1,0,0,58,1014.1,1010.7,1.6,280
Jan-15,2015/1/13,16,20.4,14.5,0,0,69,1014.6,1011.2,0.6,190
Jan-15,2015/1/13,17,19.6,14.5,0,0,72,1015,1011.6,0.3,220
Jan-15,2015/1/13,18,18.8,14.8,0,0,78,1016,1012.6,1.2,190
Jan-15,2015/1/13,19,18.4,15.8,0,0,85,1017,1013.6,1.7,270
Jan-15,2015/1/13,20,16.9,14.8,0,0,87,1018.4,1014.9,2,290
Jan-15,2015/1/13,21,16.6,14.5,0.1,0.2,87,1019.3,1015.8,0.9,330
Jan-15,2015/1/13,22,16.2,14.8,2.8,1,91,1019.8,1016.3,0.9,350
Jan-15,2015/1/13,23,16.3,15.3,6.1,1,94,1019.9,1016.4,1,190
Jan-15,2015/1/13,24,16.3,15.2,2.5,1,93,1019.4,1015.9,0.1,0
Jan-15,2015/1/14,1,16.3,15.3,0.9,1,94,1019.1,1015.6,0,0
Jan-15,2015/1/14,2,16.1,15.4,1.8,1,96,1018.7,1015.2,0,0
